Column1,Column2,Column3,Column4
Nižný Žipov,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,13
Skároš,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,14
Novosad,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,15
Vyšná Myšľa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,14
Černochov,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2
Streda nad Bodrogom,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,66
Vyšný Čaj,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,3
Rákoš,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,7
Bohdanovce,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,30
Gyňov,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,5
Ždaňa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,17
Malá Tŕňa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,8
Luhyňa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,6
Sirník,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,14
Zemplínske Hradište,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,19
Sokoľ,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,18
Geča,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,26
Kokšov-Bakša,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,15
Košice-Sever,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,807
Kazimír,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,1
Byšta,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,3
Milhosť,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,8
Trebišov,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,576
Košice-Krásna,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,166
Slanec,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,28
Čerhov,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,16
Košice-Nad jazerom,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,646
Kostoľany nad Hornádom,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,14
Bara,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,17
Veľká Tŕňa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2
Somotor,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,31
Košice-Šaca,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,146
Veľký Kamenec,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,9
Ladmovce,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,7
Ruskov,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47
Zemplínske Jastrabie,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,8
Košice-Juh,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,1876
Zemplínska Nová Ves,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,13
Nižný Čaj,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2
Košice-Myslava,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,88
Haniska,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,25
Hraň,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,25
Košice-Poľov,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,17
Klin nad Bodrogom,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,1
Košice-Ťahanovce,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,72
Slivník,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,12
Malá Lodina,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,3
Seňa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,42
Kysak,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,23
Kysta,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,9
Košice-Luník IX,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,17
Zemplínska Teplica,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,22
Malý Kamenec,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,9
Slančík,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,4
Čaňa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,101
Slanské Nové Mesto,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,11
Zemplín,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,1
Rad,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,5
Košice-Lorinčík,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,20
Belža,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,5
Košice-Vyšné Opátske,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,118
Nižná Myšľa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,25
Kechnec,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,22
Borša,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,18
Kašov,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,3
Brezina,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,3
Košice-Šebastovce,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,21
Nižná Hutka,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,11
Sady nad Torysou,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,37
Michaľany,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,20
Slovenské Nové Mesto,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,19
Košice-Kavečany,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,35
Družstevná pri Hornáde,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,40
Blažice,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2
Cejkov,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,3
Brehov,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,4
Vyšná Hutka,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,6
Nový Salaš,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,1
Veľká Lodina,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2
Obišovce,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,7
Lastovce,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,3
Viničky,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,26
Sokoľany,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,12
Košice-Pereš,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,64
Stanča,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,9
Kuzmice,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,39
Plechotice,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,10
Zemplínsky Branč,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2
Košice-Barca,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,202
Kalša,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,16
Košice-Džungľa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,33
Bočiar,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,4
Bara,H,Transporting and storage,1
Košice-Nad jazerom,H,Transporting and storage,131
Čerhov,H,Transporting and storage,2
Košice-Krásna,H,Transporting and storage,29
Veľká Tŕňa,H,Transporting and storage,1
Geča,H,Transporting and storage,12
Trebišov,H,Transporting and storage,98
Kazimír,H,Transporting and storage,2
Gyňov,H,Transporting and storage,5
Hraň,H,Transporting and storage,3
Nižný Čaj,H,Transporting and storage,1
Zemplínska Nová Ves,H,Transporting and storage,6
Košice-Šaca,H,Transporting and storage,56
Košice-Luník IX,H,Transporting and storage,7
Vyšná Hutka,H,Transporting and storage,3
Belža,H,Transporting and storage,2
Ruskov,H,Transporting and storage,6
Sady nad Torysou,H,Transporting and storage,10
Slovenské Nové Mesto,H,Transporting and storage,11
Košice-Kavečany,H,Transporting and storage,4
Blažice,H,Transporting and storage,1
Košice-Vyšné Opátske,H,Transporting and storage,18
Borša,H,Transporting and storage,3
Nižný Žipov,H,Transporting and storage,7
Vyšný Čaj,H,Transporting and storage,3
Streda nad Bodrogom,H,Transporting and storage,12
Ždaňa,H,Transporting and storage,8
Bohdanovce,H,Transporting and storage,2
Luhyňa,H,Transporting and storage,2
Sirník,H,Transporting and storage,2
Košice-Sídlisko KVP,H,Transporting and storage,132
Svätá Mária,H,Transporting and storage,2
Košice-Západ,H,Transporting and storage,172
Veľaty,H,Transporting and storage,6
Košice-Staré Mesto,H,Transporting and storage,174
Košická Polianka,H,Transporting and storage,11
Kuzmice,H,Transporting and storage,7
Kalša,H,Transporting and storage,1
Sokoľany,H,Transporting and storage,3
Malá Lodina,H,Transporting and storage,2
Kysta,H,Transporting and storage,5
Zemplínska Teplica,H,Transporting and storage,8
Zemplínske Hradište,H,Transporting and storage,3
Rákoš,H,Transporting and storage,1
Zemplínske Jastrabie,H,Transporting and storage,2
Cejkov,H,Transporting and storage,2
Valaliky,H,Transporting and storage,20
Novosad,H,Transporting and storage,5
Vyšná Myšľa,H,Transporting and storage,7
Haniska,H,Transporting and storage,13
Seňa,H,Transporting and storage,7
Košice-Poľov,H,Transporting and storage,3
Michaľany,H,Transporting and storage,7
Družstevná pri Hornáde,H,Transporting and storage,8
Plechotice,H,Transporting and storage,2
Lastovce,H,Transporting and storage,1
Obišovce,H,Transporting and storage,2
Kechnec,H,Transporting and storage,8
Rad,H,Transporting and storage,1
Slančík,H,Transporting and storage,1
Kysak,H,Transporting and storage,6
Skároš,H,Transporting and storage,3
Košice-Džungľa,H,Transporting and storage,2
Trstené pri Hornáde,H,Transporting and storage,4
Kokšov-Bakša,H,Transporting and storage,4
Zemplínsky Branč,H,Transporting and storage,2
Slivník,H,Transporting and storage,1
Nový Salaš,H,Transporting and storage,1
Malý Kamenec,H,Transporting and storage,1
Košice-Pereš,H,Transporting and storage,7
Brehov,H,Transporting and storage,2
Hrčeľ,H,Transporting and storage,1
Čeľovce,H,Transporting and storage,5
Košice-Barca,H,Transporting and storage,44
Sokoľ,H,Transporting and storage,7
Košice-Sever,H,Transporting and storage,106
Košice-Ťahanovce,H,Transporting and storage,25
Košice-Myslava,H,Transporting and storage,5
Košice-Juh,H,Transporting and storage,225
Somotor,H,Transporting and storage,5
Egreš,H,Transporting and storage,1
Kostoľany nad Hornádom,H,Transporting and storage,9
Čaňa,H,Transporting and storage,23
Košice-Šebastovce,H,Transporting and storage,7
Olšovany,H,Transporting and storage,3
Slanec,H,Transporting and storage,6
Nižná Hutka,H,Transporting and storage,5
Slanské Nové Mesto,H,Transporting and storage,3
Nižná Myšľa,H,Transporting and storage,6
Košice-Lorinčík,H,Transporting and storage,3
Haniska,I,Accommodation and food service activities,4
Družstevná pri Hornáde,I,Accommodation and food service activities,5
Slančík,I,Accommodation and food service activities,1
Somotor,I,Accommodation and food service activities,5
Plechotice,I,Accommodation and food service activities,2
Slanec,I,Accommodation and food service activities,7
Košice-Myslava,I,Accommodation and food service activities,7
Košice-Ťahanovce,I,Accommodation and food service activities,12
Lastovce,I,Accommodation and food service activities,2
Košice-Juh,I,Accommodation and food service activities,178
Michaľany,I,Accommodation and food service activities,6
Malá Lodina,I,Accommodation and food service activities,3
Nižná Myšľa,I,Accommodation and food service activities,6
Blažice,I,Accommodation and food service activities,1
Obišovce,I,Accommodation and food service activities,1
Košice-Kavečany,I,Accommodation and food service activities,1
Košice-Pereš,I,Accommodation and food service activities,14
Brezina,I,Accommodation and food service activities,1
Sokoľany,I,Accommodation and food service activities,1
Stanča,I,Accommodation and food service activities,1
Veľká Lodina,I,Accommodation and food service activities,1
Veľký Kamenec,I,Accommodation and food service activities,1
Malý Kamenec,I,Accommodation and food service activities,1
Streda nad Bodrogom,I,Accommodation and food service activities,8
Košice-Šaca,I,Accommodation and food service activities,22
Košice-Lorinčík,I,Accommodation and food service activities,1
Vyšný Čaj,I,Accommodation and food service activities,1
Slovenské Nové Mesto,I,Accommodation and food service activities,2
Nižný Žipov,I,Accommodation and food service activities,3
Borša,I,Accommodation and food service activities,1
Hraň,I,Accommodation and food service activities,2
Luhyňa,I,Accommodation and food service activities,3
Sirník,I,Accommodation and food service activities,1
Bohdanovce,I,Accommodation and food service activities,1
Košice-Barca,I,Accommodation and food service activities,23
Ždaňa,I,Accommodation and food service activities,7
Kuzmice,I,Accommodation and food service activities,6
Malá Tŕňa,I,Accommodation and food service activities,3
Košice-Vyšné Opátske,I,Accommodation and food service activities,6
Kalša,I,Accommodation and food service activities,3
Gyňov,I,Accommodation and food service activities,1
Nový Salaš,I,Accommodation and food service activities,1
Seňa,I,Accommodation and food service activities,7
Byšta,I,Accommodation and food service activities,2
Košice-Krásna,I,Accommodation and food service activities,30
Košice-Poľov,I,Accommodation and food service activities,2
Košice-Nad jazerom,I,Accommodation and food service activities,77
Slivník,I,Accommodation and food service activities,1
Bara,I,Accommodation and food service activities,1
Geča,I,Accommodation and food service activities,1
Trstené pri Hornáde,I,Accommodation and food service activities,3
Trebišov,I,Accommodation and food service activities,46
Košice-Západ,I,Accommodation and food service activities,185
Kazimír,I,Accommodation and food service activities,1
Kechnec,I,Accommodation and food service activities,3
Košice-Džungľa,I,Accommodation and food service activities,4
Sady nad Torysou,I,Accommodation and food service activities,5
Košice-Sídlisko KVP,I,Accommodation and food service activities,92
Košice-Staré Mesto,I,Accommodation and food service activities,355
