Column1,Column2,Column3,Column4,Column5
Sokoľ,K,Financial and insurance activities,3,3
Sokoľ,L,Real estate activities,0,0
Sokoľ,M,"Professional, scientific and technical activities",11,12
Sokoľ,N,Administrative and support service activities,3,3
Sokoľ,O,Public administration and defence; compulsory social security,10,19
Sokoľ,P,Education,6,7
Sokoľ,R,"Arts, entertainment and recreation",0,0
Sokoľ,S,Other services activities,8,8
Sokoľany,A,"Agriculture, forestry and fishing",4,4
Sokoľany,C,Manufacturing,10,10
Sokoľany,E,Water supply; sewerage; waste managment and remediation activities,0,0
Sokoľany,F,Construction,23,32
Sokoľany,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,22,35
Sokoľany,H,Transporting and storage,3,3
Sokoľany,I,Accommodation and food service activities,1,1
Sokoľany,K,Financial and insurance activities,4,4
Sokoľany,M,"Professional, scientific and technical activities",4,4
Sokoľany,N,Administrative and support service activities,1,1
Sokoľany,O,Public administration and defence; compulsory social security,20,24
Sokoľany,R,"Arts, entertainment and recreation",0,0
Sokoľany,S,Other services activities,0,0
Somotor,A,"Agriculture, forestry and fishing",7,7
Somotor,C,Manufacturing,12,14
Somotor,F,Construction,5,6
Somotor,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,33,43
Somotor,H,Transporting and storage,5,5
Somotor,I,Accommodation and food service activities,15,25
Somotor,J,Information and communication,1,1
Somotor,K,Financial and insurance activities,6,6
Somotor,L,Real estate activities,0,0
Somotor,M,"Professional, scientific and technical activities",8,8
Somotor,N,Administrative and support service activities,6,7
Somotor,O,Public administration and defence; compulsory social security,10,19
Somotor,P,Education,36,69
Somotor,Q,Human health and social work activities,1,1
Somotor,R,"Arts, entertainment and recreation",0,0
Somotor,S,Other services activities,7,7
Stanča,A,"Agriculture, forestry and fishing",12,13
Stanča,C,Manufacturing,12,12
Stanča,F,Construction,7,8
Stanča,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,9,9
Stanča,I,Accommodation and food service activities,1,1
Stanča,J,Information and communication,1,1
Stanča,K,Financial and insurance activities,1,1
Stanča,M,"Professional, scientific and technical activities",0,0
Stanča,N,Administrative and support service activities,3,3
Stanča,O,Public administration and defence; compulsory social security,3,4
Stanča,P,Education,10,19
Stanča,Q,Human health and social work activities,2,2
Stanča,S,Other services activities,0,0
Streda nad Bodrogom,A,"Agriculture, forestry and fishing",63,93
Streda nad Bodrogom,C,Manufacturing,112,184
Streda nad Bodrogom,F,Construction,22,27
Streda nad Bodrogom,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,96,115
Streda nad Bodrogom,H,Transporting and storage,10,10
Streda nad Bodrogom,I,Accommodation and food service activities,16,21
Streda nad Bodrogom,J,Information and communication,3,3
Streda nad Bodrogom,K,Financial and insurance activities,4,4
Streda nad Bodrogom,L,Real estate activities,6,7
Streda nad Bodrogom,M,"Professional, scientific and technical activities",13,14
Streda nad Bodrogom,N,Administrative and support service activities,23,40
Streda nad Bodrogom,O,Public administration and defence; compulsory social security,50,99
Streda nad Bodrogom,P,Education,57,109
Streda nad Bodrogom,Q,Human health and social work activities,42,60
Streda nad Bodrogom,R,"Arts, entertainment and recreation",0,0
Streda nad Bodrogom,S,Other services activities,9,9
Svätá Mária,A,"Agriculture, forestry and fishing",18,27
Svätá Mária,C,Manufacturing,26,50
Svätá Mária,F,Construction,5,5
Svätá Mária,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,8,8
Svätá Mária,H,Transporting and storage,2,2
Svätá Mária,J,Information and communication,1,1
Svätá Mária,K,Financial and insurance activities,1,1
Svätá Mária,L,Real estate activities,0,0
Svätá Mária,M,"Professional, scientific and technical activities",2,2
Svätá Mária,N,Administrative and support service activities,6,10
Svätá Mária,O,Public administration and defence; compulsory social security,10,19
Svätá Mária,R,"Arts, entertainment and recreation",1,1
Svätá Mária,S,Other services activities,1,1
Trebejov,A,"Agriculture, forestry and fishing",0,0
Trebejov,C,Manufacturing,6,7
Trebejov,F,Construction,3,4
Trebejov,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,6,6
Trebejov,K,Financial and insurance activities,2,2
Trebejov,L,Real estate activities,1,1
Trebejov,M,"Professional, scientific and technical activities",7,8
Trebejov,N,Administrative and support service activities,1,1
Trebejov,O,Public administration and defence; compulsory social security,3,4
Trebejov,Q,Human health and social work activities,8,10
Trebejov,R,"Arts, entertainment and recreation",1,1
Trebejov,S,Other services activities,2,2
Trebišov,A,"Agriculture, forestry and fishing",145,215
Trebišov,B,Mining and quarrying,10,19
Trebišov,C,Manufacturing,984,1557
Trebišov,D,"Electricity, gas, steam and air conditioning supply",0,0
Trebišov,E,Water supply; sewerage; waste managment and remediation activities,107,157
Trebišov,F,Construction,330,443
Trebišov,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,854,1159
Trebišov,H,Transporting and storage,249,407
Trebišov,I,Accommodation and food service activities,90,143
Trebišov,J,Information and communication,68,79
Trebišov,K,Financial and insurance activities,86,86
Trebišov,L,Real estate activities,70,122
Trebišov,M,"Professional, scientific and technical activities",310,374
Trebišov,N,Administrative and support service activities,288,428
Trebišov,O,Public administration and defence; compulsory social security,285,416
Trebišov,P,Education,668,1235
Trebišov,Q,Human health and social work activities,834,1457
Trebišov,R,"Arts, entertainment and recreation",62,101
Trebišov,S,Other services activities,121,159
Trstené pri Hornáde,A,"Agriculture, forestry and fishing",4,4
Trstené pri Hornáde,C,Manufacturing,18,18
Trstené pri Hornáde,F,Construction,23,24
Trstené pri Hornáde,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,19,23
Trstené pri Hornáde,H,Transporting and storage,4,4
Trstené pri Hornáde,I,Accommodation and food service activities,7,11
Trstené pri Hornáde,J,Information and communication,8,12
Trstené pri Hornáde,K,Financial and insurance activities,7,7
Trstené pri Hornáde,L,Real estate activities,0,0
Trstené pri Hornáde,M,"Professional, scientific and technical activities",3,3
Trstené pri Hornáde,N,Administrative and support service activities,3,3
Trstené pri Hornáde,O,Public administration and defence; compulsory social security,20,24
Trstené pri Hornáde,P,Education,12,21
Trstené pri Hornáde,R,"Arts, entertainment and recreation",0,0
Trstené pri Hornáde,S,Other services activities,2,2
Valaliky,A,"Agriculture, forestry and fishing",6,6
Valaliky,B,Mining and quarrying,1,1
Valaliky,C,Manufacturing,54,57
Valaliky,E,Water supply; sewerage; waste managment and remediation activities,4,4
Valaliky,F,Construction,91,106
Valaliky,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,91,104
Valaliky,H,Transporting and storage,23,23
Valaliky,I,Accommodation and food service activities,29,53
Valaliky,J,Information and communication,13,13
Valaliky,K,Financial and insurance activities,14,14
Valaliky,L,Real estate activities,0,0
Valaliky,M,"Professional, scientific and technical activities",30,30
Valaliky,N,Administrative and support service activities,15,15
Valaliky,O,Public administration and defence; compulsory social security,50,99
Valaliky,P,Education,82,154
Valaliky,Q,Human health and social work activities,5,5
Valaliky,R,"Arts, entertainment and recreation",5,5
Valaliky,S,Other services activities,17,18
Veľaty,A,"Agriculture, forestry and fishing",16,24
Veľaty,C,Manufacturing,14,15
Veľaty,E,Water supply; sewerage; waste managment and remediation activities,1,1
Veľaty,F,Construction,11,11
Veľaty,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,12,16
Veľaty,H,Transporting and storage,8,12
Veľaty,I,Accommodation and food service activities,18,32
Veľaty,J,Information and communication,2,2
Veľaty,K,Financial and insurance activities,4,4
Veľaty,L,Real estate activities,0,0
Veľaty,M,"Professional, scientific and technical activities",8,8
Veľaty,N,Administrative and support service activities,5,5
Veľaty,O,Public administration and defence; compulsory social security,10,19
Veľaty,P,Education,0,0
Veľaty,Q,Human health and social work activities,5,6
Veľaty,R,"Arts, entertainment and recreation",0,0
Veľaty,S,Other services activities,7,8
Veľká Lodina,A,"Agriculture, forestry and fishing",1,1
Veľká Lodina,C,Manufacturing,3,3
Veľká Lodina,F,Construction,4,4
Veľká Lodina,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,1,1
Veľká Lodina,I,Accommodation and food service activities,1,1
Veľká Lodina,O,Public administration and defence; compulsory social security,5,9
Veľká Lodina,P,Education,1,1
Veľká Lodina,R,"Arts, entertainment and recreation",0,0
Veľká Lodina,S,Other services activities,1,1
Veľká Tŕňa,A,"Agriculture, forestry and fishing",2,2
Veľká Tŕňa,C,Manufacturing,28,52
Veľká Tŕňa,F,Construction,3,3
Veľká Tŕňa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,1,1
Veľká Tŕňa,H,Transporting and storage,1,1
Veľká Tŕňa,M,"Professional, scientific and technical activities",2,2
Veľká Tŕňa,N,Administrative and support service activities,1,1
Veľká Tŕňa,O,Public administration and defence; compulsory social security,5,9
Veľká Tŕňa,S,Other services activities,2,2
Veľký Kamenec,A,"Agriculture, forestry and fishing",16,24
Veľký Kamenec,C,Manufacturing,34,58
Veľký Kamenec,F,Construction,5,5
Veľký Kamenec,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,18,26
Veľký Kamenec,I,Accommodation and food service activities,10,19
Veľký Kamenec,K,Financial and insurance activities,2,2
Veľký Kamenec,O,Public administration and defence; compulsory social security,10,19
Veľký Kamenec,Q,Human health and social work activities,2,2
Veľký Kamenec,R,"Arts, entertainment and recreation",0,0
Veľký Kamenec,S,Other services activities,4,4
Viničky,A,"Agriculture, forestry and fishing",2,2
Viničky,C,Manufacturing,14,23
Viničky,F,Construction,2,2
Viničky,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,34,46
Viničky,J,Information and communication,1,1
Viničky,L,Real estate activities,0,0
Viničky,N,Administrative and support service activities,1,1
Viničky,O,Public administration and defence; compulsory social security,10,19
Viničky,P,Education,0,0
Viničky,S,Other services activities,3,3
Vyšná Hutka,A,"Agriculture, forestry and fishing",3,4
Vyšná Hutka,C,Manufacturing,9,9
Vyšná Hutka,F,Construction,3,3
Vyšná Hutka,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,10,14
Vyšná Hutka,H,Transporting and storage,3,3
Vyšná Hutka,I,Accommodation and food service activities,1,1
Vyšná Hutka,J,Information and communication,1,1
Vyšná Hutka,K,Financial and insurance activities,2,2
Vyšná Hutka,L,Real estate activities,3,3
Vyšná Hutka,M,"Professional, scientific and technical activities",4,4
Vyšná Hutka,N,Administrative and support service activities,1,1
Vyšná Hutka,O,Public administration and defence; compulsory social security,5,9
Vyšná Hutka,Q,Human health and social work activities,2,2
Vyšná Hutka,S,Other services activities,7,7
Vyšná Myšľa,A,"Agriculture, forestry and fishing",2,2
Vyšná Myšľa,C,Manufacturing,7,8
Vyšná Myšľa,F,Construction,16,17
Vyšná Myšľa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,19,23
Vyšná Myšľa,H,Transporting and storage,10,12
Vyšná Myšľa,I,Accommodation and food service activities,1,1
Vyšná Myšľa,J,Information and communication,2,2
Vyšná Myšľa,K,Financial and insurance activities,4,4
Vyšná Myšľa,M,"Professional, scientific and technical activities",5,5
Vyšná Myšľa,N,Administrative and support service activities,1,1
Vyšná Myšľa,O,Public administration and defence; compulsory social security,10,19
Vyšná Myšľa,R,"Arts, entertainment and recreation",0,0
Vyšná Myšľa,S,Other services activities,2,2
Vyšný Čaj,C,Manufacturing,9,9
Vyšný Čaj,F,Construction,10,11
Vyšný Čaj,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,4,4
Vyšný Čaj,H,Transporting and storage,4,4
Vyšný Čaj,I,Accommodation and food service activities,0,0
Vyšný Čaj,J,Information and communication,4,4
Vyšný Čaj,K,Financial and insurance activities,1,1
Vyšný Čaj,L,Real estate activities,2,2
