muni,index,nm3,nm4,ku,un_nnkp,zn_nnkp,c_uzpf_nnkp,index_po,un_po,bu_po,addr,r_num,o_num,parcel_nuk,est,p_style,author,protectet_unit,ownership_type,adresa,gps_latitude,gps_longitude,geom,route_in_500m,n_tracks_in_500,closest_track,closest_track_m,google_street_view,nearest_route_point,dmo_name,cat,marker_color,muni1,wine_region_tokaj_mun_network,zemplin_geopark,se,nw,idn3,cat_en,cat_rank,cat_rank_en
Košice,982,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,3643,1,DOM BYTOVÝ,"schodiskový,radový",Štúrova ul.,1396,11,184,ok.1935,funkcionalizmus,Friedmann Ernest,OPPR,Spoločnosť s ručením obmedzeným,"Štúrova ul. 11, Košice 1-Staré Mesto, Okres Košice I",48.7164765,21.2561054,0101000020E610000039549D1F9041354020ED7F80B55B4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7164765,21.2561054&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,983,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,Zinnerove domy,3644,1,DOM BYTOVÝ,"schodiskový,radový",Štúrova ul.,1395,13,185,30.roky 20.st.,funkcionalizmus,Ernest Friedmann,OPPR,Súkromné vlastníctvo občanov,"Štúrova ul. 13, Košice 1-Staré Mesto, Okres Košice I",48.7164722,21.2558417,0101000020E6100000FB7376D77E41354020BF6D5CB55B4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7164722,21.2558417&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,984,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,Zinnerove domy,3645,1,DOM BYTOVÝ,"schodiskový,radový",Štúrova ul.,1394,15,186,kon.30.r.20.st.,funkcionalizmus,"Friedman Ernst (architekt), Zinner (staviteľ)",OPPR,Spoločnosť s ručením obmedzeným,"Štúrova ul. 15, Košice 1-Staré Mesto, Okres Košice I",48.7164778,21.2555997,0101000020E61000000F5E60FB6E413540AFA7678BB55B4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7164778,21.2555997&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,985,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,3646,1,DOM BYTOVÝ,"schodiskový,nárožný",Štúrova ul.,1393,17,199,19./20.st.,eklektizmus,NULL,OPPR,Súkromné vlastníctvo občanov,"Štúrova ul. 17, Košice 1-Staré Mesto, Okres Košice I",48.7164908,21.2552628,0101000020E6100000A9E221E75841354044F174F8B55B4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7164908,21.2552628&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,986,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,3647,1,DOM BYTOVÝ,"schodiskový,nárožný",Štúrova ul.,1392,19,200,po 1936,funkcionalizmus,Blau Miksa (Maximilián Blau),OPPR,Súkromné vlastníctvo občanov,"Štúrova ul. 19, Košice 1-Staré Mesto, Okres Košice I",48.7166144,21.2547747,0101000020E610000024592CEA38413540DCEB4905BA5B4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7166144,21.2547747&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,987,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,býv.Nemocnica zub.lekárstva,3648,1,DOM BYTOVÝ,"schodiskový,radový",Štúrova ul.,1391,21,202,po 1936,funkcionalizmus,Oelschläger Ľ.,OPPR,Akciová spoločnosť,"Štúrova ul. 21, Košice 1-Staré Mesto, Okres Košice I",48.7167201,21.2542777,0101000020E6100000239AE5571841354064F1F67BBD5B4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7167201,21.2542777&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,981,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,3642,1,DOM BYTOVÝ,"schodiskový,radový",Štúrova ul.,1397,9,180,30.roky 20.st.,funkcionalizmus,"Gyulai P.(arch.),Kabos Hugo (staviteľ)",OPPR,Súkromné vlastníctvo občanov,"Štúrova ul. 9, Košice 1-Staré Mesto, Okres Košice I",48.7164876,21.2563601,0101000020E6100000D17FC5D0A0413540A9FE9CDDB55B4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7164876,21.2563601&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,1028,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,4614,1,DOM BYTOVÝ,"pavlačový,radový",Tajovského ul.,737,1,413,1901,secesia,NULL,MPR,Spoločnosť s ručením obmedzeným,"Tajovského ul. 1, Košice 1-Staré Mesto, Okres Košice I",48.7188776,21.2538374,0101000020E61000006D80E37CFB403540DAE9622E045C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7188776,21.2538374&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,1041,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom priechodový,11439,1,DOM BYTOVÝ,"pavlačový,radový",Tajovského ul.,750,12,435,okolo 1900,secesia,NULL,MPR,Súkromné vlastníctvo občanov,"Tajovského ul. 12, Košice 1-Staré Mesto, Okres Košice I",48.7184183,21.2545718,0101000020E6100000DE7B139E2B41354089AC7F21F55B4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7184183,21.2545718&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,1029,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,4615,1,DOM BYTOVÝ,"schodiskový,radový",Tajovského ul.,740,3,414,zač.20.st.,eklektizmus,NULL,MPR,Súkromné vlastníctvo občanov,"Tajovského ul. 3, Košice 1-Staré Mesto, Okres Košice I",48.7187066,21.2539742,0101000020E61000001B07037404413540AD35EF93FE5B4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7187066,21.2539742&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,1030,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,4616,1,DOM BYTOVÝ,"pavlačový,radový",Tajovského ul.,747,5-7,421,1909,historizmus,NULL,MPR,Samospráva miest a obcí,"Tajovského ul. 5-7, Košice 1-Staré Mesto, Okres Košice I",48.7185578,21.2541643,0101000020E61000008C4F5CE91041354092A4B5B3F95B4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7185578,21.2541643&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,976,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,Dom rybárov,3637,1,DOM BYTOVÝ,"pavlačový,radový",Vodná ul.,"1438,946",1,919,kon.19.st.,eklektizmus,NULL,MPR,"Nadácia,záujmové združenie,fond,TJ","Vodná ul. 1, Košice 1-Staré Mesto, Okres Košice I",48.7245025,21.2589426,0101000020E61000008D8AEE0F4A42354064AF777FBC5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7245025,21.2589426&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,788,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,3467,1,DOM BYTOVÝ,"chodbový,nárožný",Vodná ul.,938,2,747/1-2,pred r.1869,eklektizmus,NULL,MPR,Súkromné vlastníctvo občanov,"Vodná ul. 2, Košice 1-Staré Mesto, Okres Košice I",48.7243778,21.2583421,0101000020E610000012AE36B52242354066796869B85C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7243778,21.2583421&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,977,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,3638,1,DOM BYTOVÝ,"schodiskový,radový",Vodná ul.,945,3,920,po 1891,eklektizmus,NULL,MPR,Akciová spoločnosť,"Vodná ul. 3, Košice 1-Staré Mesto, Okres Košice I",48.7245776,21.2593515,0101000020E610000026AB22DC6442354004B573F5BE5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7245776,21.2593515&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,978,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,3639,1,DOM BYTOVÝ,"schodiskový,radový",Vodná ul.,"944,1431",5,921,po 1891,eklektizmus,NULL,MPR,Súkromné vlastníctvo občanov,"Vodná ul. 5, Košice 1-Staré Mesto, Okres Košice I",48.7247284,21.2597466,0101000020E6100000483FD0C07E423540BF3D74E6C35C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7247284,21.2597466&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,979,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,dom finančných zamestnancov,3640,1,DOM BYTOVÝ,"schodiskový,radový",Vodná ul.,941,6,742/1-4,1924-26,moderné hnutie,"Kaboš H.(staviteľ),Pozemkové stavby Bratislava (projekt)",MPR,Súkromné vlastníctvo občanov,"Vodná ul. 6, Košice 1-Staré Mesto, Okres Košice I",48.7245025,21.2589426,0101000020E61000008D8AEE0F4A42354064AF777FBC5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7245025,21.2589426&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,980,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,3641,1,DOM BYTOVÝ,"pavlačový,radový",Vodná ul.,943,8,741,19./20.st.,eklektizmus,NULL,MPR,Spoločnosť s ručením obmedzeným,"Vodná ul. 8, Košice 1-Staré Mesto, Okres Košice I",48.724955,21.2601489,0101000020E61000002397491E994235402D095053CB5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.724955,21.2601489&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,1008,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ A PAM.TAB.,byty štátnych zamestnancov,3667,2,DOM BYTOVÝ-SEKCIA II.,"schodiskový,sekciový",Štefánikova ul.,969,"12,14","977,973",1923-28,moderné hnutie,Bendelmayer Bedřich,MPR,Súkromné vlastníctvo občanov,"Štefánikova ul. 12,14, Košice 1-Staré Mesto, Okres Košice I",48.7230411,21.2614433,0101000020E61000002142B7F2ED423540FA145B9C8C5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7230411,21.2614433&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,1009,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ A PAM.TAB.,byty štátnych zamestnancov,3667,3,DOM BYTOVÝ-SEKCIA III.,"schodiskový,sekciový",Štefánikova ul.,970,16,972,1923-28,moderné hnutie,Bendelmayer Bedřich,MPR,Súkromné vlastníctvo občanov,"Štefánikova ul. 16, Košice 1-Staré Mesto, Okres Košice I",48.7235195,21.2610847,0101000020E610000069FC6772D6423540574277499C5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7235195,21.2610847&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,1020,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,3678,1,DOM BYTOVÝ,"schodiskový,radový",Štefánikova ul.,973,20,950,1909,eklektizmus,NULL,MPR,Súkromné vlastníctvo občanov,"Štefánikova ul. 20, Košice 1-Staré Mesto, Okres Košice I",48.7238243,21.2608515,0101000020E6100000D09CF529C742354069465046A65C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7238243,21.2608515&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,965,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,3626,1,DOM BYTOVÝ,"schodiskový,radový",Štefánikova ul.,974,22,940,1936,funkcionalizmus,Zinner Vojtech,MPR,Súkromné vlastníctvo občanov,"Štefánikova ul. 22, Košice 1-Staré Mesto, Okres Košice I",48.7240379,21.2606856,0101000020E6100000C3899E4ABC42354042C81E46AD5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7240379,21.2606856&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,916,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,3600,1,DOM BYTOVÝ,"pavlačový,nárožný",Vrátna ul.,404,3,121/1,3/3 19.st.,novorenesancia,NULL,MPR,Rozpočtová organizácia,"Vrátna ul. 3, Košice 1-Staré Mesto, Okres Košice I",48.7186769,21.2572876,0101000020E610000095AAA399DD41354001F2CA9AFD5B4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7186769,21.2572876&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,924,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,činžový dom,3608,1,DOM BYTOVÝ,"pavlačový,nárožný",Zbrojničná ul.,509,6,13,70.-80.r.19.st.,novorenesancia,NULL,MPR,Súkromné vlastníctvo občanov,"Zbrojničná ul. 6, Košice 1-Staré Mesto, Okres Košice I",48.7249452,21.2542015,0101000020E61000001A1879591341354033B21A01CB5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7249452,21.2542015&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,954,Košice I,Košice 1-Staré Mesto,Letná,DOM BYTOVÝ,"Malá Praha,železničiarske domy",3624,17,DOM BYTOVÝ-SEKCIA XVII.,"schodiskový,sekciový",Zimná ul.,1152,1,317,1927-36,moderné hnutie,Novák A.,NULL,Súkromné vlastníctvo občanov,"Zimná ul. 1, Košice 1-Staré Mesto, Okres Košice I",48.7296772,21.2454125,0101000020E61000009487855AD33E35408451FF0F665D4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7296772,21.2454125&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,955,Košice I,Košice 1-Staré Mesto,Letná,DOM BYTOVÝ,"Malá Praha,železničiarske domy",3624,18,DOM BYTOVÝ-SEKCIA XVIII.,"schodiskový,sekciový",Zimná ul.,1152,3,318,1927-36,moderné hnutie,Novák A.,NULL,Súkromné vlastníctvo občanov,"Zimná ul. 3, Košice 1-Staré Mesto, Okres Košice I",48.7294581,21.2455726,0101000020E61000002FCB8DD8DD3E3540B2A60DE25E5D4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7294581,21.2455726&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,956,Košice I,Košice 1-Staré Mesto,Letná,DOM BYTOVÝ,"Malá Praha,železničiarske domy",3624,19,DOM BYTOVÝ-SEKCIA XIX.,"schodiskový,sekciový",Zimná ul.,1152,5,"319/1,319/2",1927-36,moderné hnutie,Novák A.,NULL,Súkromné vlastníctvo občanov,"Zimná ul. 5, Košice 1-Staré Mesto, Okres Košice I",48.7292839,21.2457264,0101000020E610000089C3E3ECE73E3540EAFFC12C595D4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7292839,21.2457264&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,625,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOMY BYTOVÉ,nájomné domy,1196,2,DOM BYTOVÝ II.,"pavlačový,radový",Zvonárska ul.,119,1,1054,1.pol.19.st.,klasicizmus,NULL,MPR,Súkromné vlastníctvo občanov,"Zvonárska ul. 1, Košice 1-Staré Mesto, Okres Košice I",48.718823,21.2597298,0101000020E6100000EFCBF4A67D4235406A4E5E64025C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.718823,21.2597298&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,928,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,domov opatrovateľskej starost.,3612,1,DOM BYTOVÝ,"pavlačový,radový",Zvonárska ul.,130,5,1051,po 1805,klasicizmus,NULL,MPR,Vlastníctvo cirkvi a cirk. organizácií,"Zvonárska ul. 5, Košice 1-Staré Mesto, Okres Košice I",48.71898,21.2600345,0101000020E6100000EB54F99E91423540323D6189075C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.71898,21.2600345&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,930,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,3614,1,DOM BYTOVÝ,"pavlačový,radový",Zvonárska ul.,144,9,1048,pred1856,eklektizmus,NULL,MPR,Súkromné vlastníctvo občanov,"Zvonárska ul. 9, Košice 1-Staré Mesto, Okres Košice I",48.7193047,21.2602986,0101000020E6100000D031D6EDA2423540F72D292D125C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7193047,21.2602986&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,860,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,3543,1,DOM BYTOVÝ,"pavlačový,radový",Mäsiarska ul.,"471,472",40,593/1,ok.pol.19.st.,klasicizmus neskorý,NULL,MPR,Súkromné vlastníctvo občanov,"Mäsiarska ul. 40, Košice 1-Staré Mesto, Okres Košice I",48.7228825,21.2547415,0101000020E61000001A6F2BBD36413540E42CEC69875C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7228825,21.2547415&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,667,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,1240,1,DOM BYTOVÝ,"pavlačový,radový",Mäsiarska ul.,492,60,608/1-2,1830,klasicizmus,Belág J. ,MPR,Súkromné vlastníctvo občanov,"Mäsiarska ul. 60, Košice 1-Staré Mesto, Okres Košice I",48.7240065,21.2541069,0101000020E61000001D3059260D413540B4CBB73EAC5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7240065,21.2541069&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,876,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,pôsobisko Júliusa Jakobyho,3559,1,DOM BYTOVÝ,"schodiskový,nárožný",Mäsiarska ul.,1005,65,632,1910-1912,novobarok,NULL,MPR,Súkromné vlastníctvo občanov,"Mäsiarska ul. 65, Košice 1-Staré Mesto, Okres Košice I",48.7265177,21.2531993,0101000020E6100000BEDE58ABD14035408ABB3088FE5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7265177,21.2531993&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,820,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,3500,1,DOM BYTOVÝ,"schodiskový,radový",Mlynská ul.,893,22,998,90.roky 19.st.,eklektizmus,NULL,MPR,Súkromné vlastníctvo občanov,"Mlynská ul. 22, Košice 1-Staré Mesto, Okres Košice I",48.7214339,21.2612919,0101000020E6100000AF35A506E4423540E55C2FF2575C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7214339,21.2612919&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,823,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,Maléterov nájomný dom,3502,2,DOM BYTOVÝ II.,"pavlačový,radový",Puškinova ul.,869,1,1034/4,1.tret.19.st.,klasicizmus,NULL,MPR,Spoločnosť s ručením obmedzeným,"Puškinova ul. 1, Košice 1-Staré Mesto, Okres Košice I",48.7209167,21.2618028,0101000020E61000005100208205433540F3D198FF465C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7209167,21.2618028&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,834,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,nájomný dom,3512,1,DOM BYTOVÝ,"schodiskový,radový",Protifašistických bojovníkov ul.,832,3,1003,1912,eklektizmus,Kozák J.,MPR,Súkromné vlastníctvo občanov,"Protifašistických bojovníkov ul. 3, Košice 1-Staré Mesto, Okres Košice I",48.7209905,21.2630184,0101000020E61000000A3F822C55433540041DAD6A495C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7209905,21.2630184&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,888,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM BYTOVÝ,"Szakmáryho dom,Poliklinika",3570,1,DOM BYTOVÝ,"schodiskový,radový",Poštová ul.,543,15,323,pred1912,eklektizmus,NULL,MPR,vyšší územný celok,"Poštová ul. 15, Košice 1-Staré Mesto, Okres Košice I",48.7226033,21.2526019,0101000020E61000004F68A384AA403540A8BDD2437E5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7226033,21.2526019&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy bytové,#4363d8,NULL,NULL,NULL,NULL,NULL,NULL,Residential houses,23,(23) Residential houses
Košice,1046,Košice I,Košice 1-Staré Mesto,Stredné Mesto,PARK MESTSKÝ S AREÁLOM,"mestský park,Sad generála Petrova",3480,4,KIOSK,hrazdená konštrukcia,NULL,NULL,NULL,2056/2,1913,secesia ľudová,Györgyi Dénes,OPPR,Spoločnosť s ručením obmedzeným,"Košice 1-Staré Mesto, Okres Košice I",48.7163857,21.2610746,0101000020E6100000F8D0F4C8D54235403969D086B25B4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7163857,21.2610746&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Parky,#004B49,NULL,NULL,NULL,NULL,NULL,NULL,Parks,22,(22) Parks
