index,from_a,to_b,route_time,route_km,operating,alter_from_a,alter_to_b,tv_line,uo_from_ke,km,mini,rank_dur_ke,uo_duration,rank_abc_tv,sector,inner_sector,district,geopark,tvc,sector_from_hex,json_sector,json_sector_to,inner_sector_to,to_district,to_geopark
0,"Michaľany,,č.d.139 1","Brezina,,č.d.175 1",16 min,8 km,TRUE,Michaľany,Brezina,NULL,NULL,8,16,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Michaľany,,OcÚ 2","Byšta,,č.d.62",11 min,9 km,TRUE,Michaľany,Byšta,NULL,NULL,9,11,NULL,under 15 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Michaľany,,OcÚ 2","Čeľovce,,č.d.117 4",34 min,18 km,TRUE,Michaľany,Čeľovce,NULL,NULL,18,34,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Michaľany,,OcÚ 2","Čerhov,,pož.zbroj. 1",19 min,9 km,TRUE,Michaľany,Čerhov,NULL,NULL,9,19,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Michaľany,,č.d.139 1","Kalša,,pož.zbroj. 1",33 min,18 km,TRUE,Michaľany,Kalša,NULL,NULL,18,33,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Michaľany,,č.d.139 1","Kazimír,,Jednota 1",9 min,5 km,TRUE,Michaľany,Kazimír,NULL,NULL,5,9,NULL,under 15 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Michaľany,,č.d.139 1","Košice,,Važecká 1",1 hod 3 min,43 km,TRUE,Michaľany,Košice,NULL,NULL,43,63,NULL,over 60 under 75 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,KE,KE,NULL,NULL
0,"Michaľany,,žel.st. 1","Lastovce,,č.d.215 1",5 min,2 km,TRUE,Michaľany,Lastovce,NULL,NULL,2,5,NULL,under 15 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Michaľany,,OcÚ 2","Luhyňa,,rázc. 2",11 min,6 km,TRUE,Michaľany,Luhyňa,NULL,NULL,6,11,NULL,under 15 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Michaľany,,OcÚ 2",Malá Tŕňa,25 min,14 km,TRUE,Michaľany,Malá Tŕňa,NULL,NULL,14,25,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Michaľany,,č.d.139 1",Nižná Hutka 1,57 min,38 km,TRUE,Michaľany,Nižná Hutka,NULL,NULL,38,57,NULL,over 45 under 60 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Michaľany,,OcÚ 2","Plechotice,,Centrum 2",39 min,21 km,TRUE,Michaľany,Plechotice,NULL,NULL,21,39,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Michaľany,,č.d.139 1","Slanec,,centrum 1",39 min,24 km,TRUE,Michaľany,Slanec,NULL,NULL,24,39,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Michaľany,,č.d.139 1",Slanské N.Mesto 1,36 min,21 km,TRUE,Michaľany,Slanské Nové Mesto,NULL,NULL,21,36,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Michaľany,,č.d.139 1","Slivník,,č.d.96 1",28 min,15 km,TRUE,Michaľany,Slivník,NULL,NULL,15,28,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Michaľany,,OcÚ 2","Trebišov,,AS",33 min,25 km,TRUE,Michaľany,Trebišov,NULL,NULL,25,33,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,TV,TV,Trebišov,False
0,"Michaľany,,OcÚ 2","Veľaty,,cintorín 2",17 min,11 km,TRUE,Michaľany,Veľaty,NULL,NULL,11,17,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Michaľany,,OcÚ 2","Veľká Tŕňa,,č.d.200 1",22 min,13 km,TRUE,Michaľany,Veľká Tŕňa,NULL,NULL,13,22,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of geopark,Trebišov,TRUE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Milhosť,,št.hr.","Belža,,rázc.",15 min,7 km,TRUE,Milhosť,Belža,NULL,NULL,7,15,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Milhosť,,št.hr.","Kechnec,,č.d.147",9 min,4 km,TRUE,Milhosť,Kechnec,NULL,NULL,4,9,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Milhosť,,št.hr.","Košice,,Podnikateľská",25 min,18 km,TRUE,Milhosť,Košice,NULL,NULL,18,25,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,KE,KE,NULL,NULL
0,"Milhosť,,št.hr.","Seňa,,kostol",11 min,5 km,TRUE,Milhosť,Seňa,NULL,NULL,5,11,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,Blažice,13 min,9 km,TRUE,Nižná Hutka,Blažice,NULL,NULL,9,13,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,"Bohdanovce,,rázc.Niž.Čaj",6 min,6 km,TRUE,Nižná Hutka,Bohdanovce,NULL,NULL,6,6,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,"Brezina,,č.d.175",38 min,30 km,TRUE,Nižná Hutka,Brezina,NULL,NULL,30,38,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,Nižná Hutka,"Byšta,,č.d.62",47 min,37 km,TRUE,Nižná Hutka,Byšta,NULL,NULL,37,47,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,Nižná Hutka 2,"Čeľovce,,č.d.117 4",47 min,32 km,TRUE,Nižná Hutka,Čeľovce,NULL,NULL,32,47,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,Nižná Hutka 2,"Čerhov,,pož.zbroj. 1",59 min,47 km,TRUE,Nižná Hutka,Čerhov,NULL,NULL,47,59,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,Nižná Hutka,"Egreš,,pri parku",33 min,27 km,TRUE,Nižná Hutka,Egreš,NULL,NULL,27,33,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,Nižná Hutka,"Hraň,,č.d.146",1 hod 5 min,50 km,TRUE,Nižná Hutka,Hraň,NULL,NULL,50,65,NULL,over 60 under 75 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,Nižná Hutka,"Kalša,,pož.zbroj.",22 min,20 km,TRUE,Nižná Hutka,Kalša,NULL,NULL,20,22,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,"Kazimír,,Jednota",42 min,33 km,TRUE,Nižná Hutka,Kazimír,NULL,NULL,33,42,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,Nižná Hutka,"Košice,,Važecká",5 min,5 km,TRUE,Nižná Hutka,Košice,NULL,NULL,5,5,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,KE,KE,NULL,NULL
0,Nižná Hutka 2,"Luhyňa,,rázc. 4",55 min,44 km,TRUE,Nižná Hutka,Luhyňa,NULL,NULL,44,55,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,Nižná Hutka 2,Malá Tŕňa,1 hod 6 min,52 km,TRUE,Nižná Hutka,Malá Tŕňa,NULL,NULL,52,66,NULL,over 60 under 75 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,Nižná Hutka 2,"Michaľany,,OcÚ 1",44 min,38 km,TRUE,Nižná Hutka,Michaľany,NULL,NULL,38,44,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,Nižná Hutka,"Nižná Myšľa,,štadión",5 min,4 km,TRUE,Nižná Hutka,Nižná Myšľa,NULL,NULL,4,5,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,Nižný Čaj,12 min,8 km,TRUE,Nižná Hutka,Nižný Čaj,NULL,NULL,8,12,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,"Nižný Žipov,,kostol",41 min,32 km,TRUE,Nižná Hutka,Nižný Žipov,NULL,NULL,32,41,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,Nižná Hutka,"Novosad,,nákup.stred.",1 hod,45 km,TRUE,Nižná Hutka,Novosad,NULL,NULL,45,60,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,Nižná Hutka,Nový Salaš,25 min,18 km,TRUE,Nižná Hutka,Nový Salaš,NULL,NULL,18,25,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,"Olšovany,,OcÚ",24 min,15 km,TRUE,Nižná Hutka,Olšovany,NULL,NULL,15,24,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka 2,"Plechotice,,Centrum 2",54 min,35 km,TRUE,Nižná Hutka,Plechotice,NULL,NULL,35,54,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,Nižná Hutka,"Ruskov,,Jednota",20 min,12 km,TRUE,Nižná Hutka,Ruskov,NULL,NULL,12,20,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,"Sady n.Torysou,Byster,čak.",38 min,21 km,TRUE,Nižná Hutka,Sady nad Torysou,NULL,NULL,21,38,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,"Sirník,,Stredisko obce",1 hod 11 min,53 km,TRUE,Nižná Hutka,Sirník,NULL,NULL,53,71,NULL,over 60 under 75 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,Nižná Hutka,"Skároš,,konečná",22 min,11 km,TRUE,Nižná Hutka,Skároš,NULL,NULL,11,22,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,"Slančík,,Šoškut",19 min,18 km,TRUE,Nižná Hutka,Slančík,NULL,NULL,18,19,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,"Slanec,,centrum",18 min,14 km,TRUE,Nižná Hutka,Slanec,NULL,NULL,14,18,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,"Slanská Huta,,bytový dom",33 min,21 km,TRUE,Nižná Hutka,Slanská Huta,NULL,NULL,21,33,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,Slanské N.Mesto,22 min,17 km,TRUE,Nižná Hutka,Slanské Nové Mesto,NULL,NULL,17,22,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,"Slivník,,č.d.96",29 min,23 km,TRUE,Nižná Hutka,Slivník,NULL,NULL,23,29,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,Nižná Hutka,"Stanča,,Hrunok",46 min,34 km,TRUE,Nižná Hutka,Stanča,NULL,NULL,34,46,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,Nižná Hutka,"Trebišov,,AS",1 hod 12 min,44 km,TRUE,Nižná Hutka,Trebišov,NULL,NULL,44,72,NULL,over 60 under 75 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,TV,TV,Trebišov,False
0,Nižná Hutka 2,"Veľká Tŕňa,,č.d.200 1",1 hod 3 min,51 km,TRUE,Nižná Hutka,Veľká Tŕňa,NULL,NULL,51,63,NULL,over 60 under 75 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,Nižná Hutka,Vyšná Hutka,6 min,2 km,TRUE,Nižná Hutka,Vyšná Hutka,NULL,NULL,2,6,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,"Vyšná Myšľa,,rázc.",3 min,3 km,TRUE,Nižná Hutka,Vyšná Myšľa,NULL,NULL,3,3,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,"Vyšný Čaj,,ihrisko",15 min,10 km,TRUE,Nižná Hutka,Vyšný Čaj,NULL,NULL,10,15,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,"Ždaňa,,Jantárová",15 min,6 km,TRUE,Nižná Hutka,Ždaňa,NULL,NULL,6,15,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižná Hutka,"Zemplín.Nová Ves,Úpor,závory",47 min,35 km,TRUE,Nižná Hutka,Zemplínska Nová Ves,NULL,NULL,35,47,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,Nižná Hutka,"Zemplín.Teplica,,ZŠ",33 min,22 km,TRUE,Nižná Hutka,Zemplínska Teplica,NULL,NULL,22,33,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,Nižná Hutka,"Zemplín.Branč,,č.d.1",55 min,42 km,TRUE,Nižná Hutka,Zemplínsky Branč,NULL,NULL,42,55,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Nižná Myšľa,,štadión",Blažice,17 min,12 km,TRUE,Nižná Myšľa,Blažice,NULL,NULL,12,17,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Nižná Myšľa,,štadión","Bohdanovce,,rázc.Niž.Čaj",13 min,9 km,TRUE,Nižná Myšľa,Bohdanovce,NULL,NULL,9,13,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Nižná Myšľa,,štadión","Čaňa,,centrum",9 min,4 km,TRUE,Nižná Myšľa,Čaňa,NULL,NULL,4,9,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Nižná Myšľa,,štadión","Košice,,Važecká",18 min,12 km,TRUE,Nižná Myšľa,Košice,NULL,NULL,12,18,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,KE,KE,NULL,NULL
0,"Nižná Myšľa,,štadión",Nižná Hutka,5 min,4 km,TRUE,Nižná Myšľa,Nižná Hutka,NULL,NULL,4,5,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Nižná Myšľa,,štadión","Olšovany,,OcÚ",29 min,20 km,TRUE,Nižná Myšľa,Olšovany,NULL,NULL,20,29,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Nižná Myšľa,,štadión","Ruskov,,Jednota",20 min,15 km,TRUE,Nižná Myšľa,Ruskov,NULL,NULL,15,20,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Nižná Myšľa,,štadión","Sady n.Torysou,Byster,čak.",37 min,26 km,TRUE,Nižná Myšľa,Sady nad Torysou,NULL,NULL,26,37,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Nižná Myšľa,,štadión","Skároš,,konečná",9 min,7 km,TRUE,Nižná Myšľa,Skároš,NULL,NULL,7,9,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Nižná Myšľa,,štadión",Vyšná Hutka,11 min,6 km,TRUE,Nižná Myšľa,Vyšná Hutka,NULL,NULL,6,11,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Nižná Myšľa,,štadión","Vyšná Myšľa,,rázc.",4 min,4 km,TRUE,Nižná Myšľa,Vyšná Myšľa,NULL,NULL,4,4,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Nižná Myšľa,,štadión","Ždaňa,,Jantárová",2 min,2 km,TRUE,Nižná Myšľa,Ždaňa,NULL,NULL,2,2,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižný Čaj,"Bohdanovce,,rázc.Niž.Čaj",1 min,0,TRUE,Nižný Čaj,Bohdanovce,NULL,NULL,0,1,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižný Čaj,"Košice,,Važecká",12 min,11 km,TRUE,Nižný Čaj,Košice,NULL,NULL,11,12,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,KE,KE,NULL,NULL
0,Nižný Čaj,Nižná Hutka,6 min,6 km,TRUE,Nižný Čaj,Nižná Hutka,NULL,NULL,6,6,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižný Čaj,"Olšovany,,OcÚ",10 min,5 km,TRUE,Nižný Čaj,Olšovany,NULL,NULL,5,10,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižný Čaj,"Sady n.Torysou,Byster,čak.",21 min,11 km,TRUE,Nižný Čaj,Sady nad Torysou,NULL,NULL,11,21,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Nižný Čaj,"Vyšný Čaj,,ihrisko",5 min,2 km,TRUE,Nižný Čaj,Vyšný Čaj,NULL,NULL,2,5,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Nižný Žipov,,kostol 2","Bohdanovce,,rázc.Niž.Čaj 1",37 min,26 km,TRUE,Nižný Žipov,Bohdanovce,NULL,NULL,26,37,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Nižný Žipov,,kostol 1","Brehov,,kult.dom",29 min,26 km,TRUE,Nižný Žipov,Brehov,NULL,NULL,26,29,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Nižný Žipov,,kostol 1","Cejkov,,Jednota",41 min,25 km,TRUE,Nižný Žipov,Cejkov,NULL,NULL,25,41,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Nižný Žipov,,kostol 2","Čeľovce,,č.d.117 4",8 min,3 km,TRUE,Nižný Žipov,Čeľovce,NULL,NULL,3,8,NULL,under 15 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Nižný Žipov,,kostol 2","Egreš,,pri parku 2",7 min,5 km,TRUE,Nižný Žipov,Egreš,NULL,NULL,5,7,NULL,under 15 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Nižný Žipov,,kostol","Hraň,,č.d.146",24 min,18 km,TRUE,Nižný Žipov,Hraň,NULL,NULL,18,24,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
