nace_root_code,nace_root_name,municipality_id,district_id,region_id,municipality,district_name,region_name,tvc_network,zemp_geopark,se,nw,n,min_emp,max_emp
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,599816,805,8,Košice-Nad jazerom,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,646,1783,2971
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,599786,805,8,Košice-Šebastovce,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,21,31,41
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,599913,805,8,Košice-Vyšné Opátske,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,118,276,356
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521167,806,8,Belža,Košice - okolie,Košický kraj,False,False,True,NULL,5,5,5
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521191,806,8,Blažice,Košice - okolie,Košický kraj,False,False,True,NULL,2,2,2
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,559831,806,8,Bočiar,Košice - okolie,Košický kraj,False,False,True,NULL,4,3,3
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521205,806,8,Bohdanovce,Košice - okolie,Košický kraj,False,False,True,NULL,30,28,28
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521299,806,8,Čaňa,Košice - okolie,Košický kraj,False,False,True,NULL,101,230,318
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521345,806,8,Družstevná pri Hornáde,Košice - okolie,Košický kraj,False,False,NULL,True,40,45,50
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521370,806,8,Geča,Košice - okolie,Košický kraj,False,False,True,NULL,26,33,39
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521388,806,8,Gyňov,Košice - okolie,Košický kraj,False,False,True,NULL,5,7,11
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521400,806,8,Haniska,Košice - okolie,Košický kraj,False,False,True,NULL,25,38,51
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521507,806,8,Kalša,Košice - okolie,Košický kraj,False,False,True,NULL,16,22,28
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,559687,806,8,Kechnec,Košice - okolie,Košický kraj,False,False,True,NULL,22,31,43
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521558,806,8,Kokšov-Bakša,Košice - okolie,Košický kraj,False,False,True,NULL,15,13,13
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521582,806,8,Košická Polianka,Košice - okolie,Košický kraj,False,False,True,NULL,14,9,9
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,582514,806,8,Kostoľany nad Hornádom,Košice - okolie,Košický kraj,False,False,NULL,True,14,13,13
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521639,806,8,Kysak,Košice - okolie,Košický kraj,False,False,NULL,True,23,26,32
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521663,806,8,Malá Lodina,Košice - okolie,Košický kraj,False,False,NULL,True,3,3,3
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,580252,806,8,Milhosť,Košice - okolie,Košický kraj,False,False,True,NULL,8,6,6
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,518140,806,8,Nižná Hutka,Košice - okolie,Košický kraj,False,False,True,NULL,11,12,13
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521736,806,8,Nižná Myšľa,Košice - okolie,Košický kraj,False,False,True,NULL,25,25,29
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521744,806,8,Nižný Čaj,Košice - okolie,Košický kraj,False,False,True,NULL,2,3,3
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521809,806,8,Nový Salaš,Košice - okolie,Košický kraj,False,False,True,NULL,1,1,1
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521817,806,8,Obišovce,Košice - okolie,Košický kraj,False,False,NULL,True,7,17,26
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521825,806,8,Olšovany,Košice - okolie,Košický kraj,False,False,True,NULL,12,11,11
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521906,806,8,Rákoš,Košice - okolie,Košický kraj,False,False,True,NULL,2,2,2
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521957,806,8,Ruskov,Košice - okolie,Košický kraj,False,False,True,NULL,47,47,54
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521965,806,8,Sady nad Torysou,Košice - okolie,Košický kraj,False,False,True,NULL,37,49,66
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521973,806,8,Seňa,Košice - okolie,Košický kraj,False,False,True,NULL,42,63,90
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,521981,806,8,Skároš,Košice - okolie,Košický kraj,False,False,True,NULL,14,12,12
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,518115,806,8,Slančík,Košice - okolie,Košický kraj,False,False,True,NULL,4,4,4
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,522007,806,8,Slanec,Košice - okolie,Košický kraj,False,False,True,NULL,28,48,76
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,522023,806,8,Slanské Nové Mesto,Košice - okolie,Košický kraj,False,False,True,NULL,11,10,10
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,522031,806,8,Sokoľ,Košice - okolie,Košický kraj,False,False,NULL,True,18,18,19
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,559865,806,8,Sokoľany,Košice - okolie,Košický kraj,False,False,True,NULL,12,22,35
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,522082,806,8,Trebejov,Košice - okolie,Košický kraj,False,False,NULL,True,7,6,6
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,522104,806,8,Trstené pri Hornáde,Košice - okolie,Košický kraj,False,False,True,NULL,17,19,23
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,522139,806,8,Valaliky,Košice - okolie,Košický kraj,False,False,True,NULL,79,91,104
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,522155,806,8,Veľká Lodina,Košice - okolie,Košický kraj,False,False,NULL,True,2,1,1
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,522171,806,8,Vyšná Hutka,Košice - okolie,Košický kraj,False,False,True,NULL,6,10,14
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,522198,806,8,Vyšná Myšľa,Košice - okolie,Košický kraj,False,False,True,NULL,14,19,23
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,522201,806,8,Vyšný Čaj,Košice - okolie,Košický kraj,False,False,True,NULL,3,4,4
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,522261,806,8,Ždaňa,Košice - okolie,Košický kraj,False,False,True,NULL,17,23,27
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528129,811,8,Bara,Trebišov,Košický kraj,True,True,True,NULL,17,8,8
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528170,811,8,Borša,Trebišov,Košický kraj,True,True,True,NULL,18,15,15
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528200,811,8,Brehov,Trebišov,Košický kraj,False,True,True,NULL,4,4,4
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528218,811,8,Brezina,Trebišov,Košický kraj,False,True,True,NULL,3,2,2
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528226,811,8,Byšta,Trebišov,Košický kraj,False,True,True,NULL,3,3,3
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528234,811,8,Cejkov,Trebišov,Košický kraj,False,True,True,NULL,3,3,3
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528242,811,8,Čeľovce,Trebišov,Košický kraj,False,False,True,NULL,2,1,1
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528251,811,8,Čerhov,Trebišov,Košický kraj,True,True,True,NULL,16,15,15
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528269,811,8,Černochov,Trebišov,Košický kraj,True,True,True,NULL,2,6,10
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528358,811,8,Egreš,Trebišov,Košický kraj,False,False,True,NULL,4,3,3
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528366,811,8,Hraň,Trebišov,Košický kraj,False,True,True,NULL,25,25,26
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528374,811,8,Hrčeľ,Trebišov,Košický kraj,False,True,True,NULL,6,9,10
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528412,811,8,Kašov,Trebišov,Košický kraj,False,True,True,NULL,3,5,6
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528421,811,8,Kazimír,Trebišov,Košický kraj,False,True,True,NULL,1,1,1
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,513831,811,8,Klin nad Bodrogom,Trebišov,Košický kraj,False,True,True,NULL,1,1,1
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528439,811,8,Kožuchov,Trebišov,Košický kraj,False,False,True,NULL,4,1,1
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528471,811,8,Kuzmice,Trebišov,Košický kraj,False,False,True,NULL,19,20,24
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528480,811,8,Kysta,Trebišov,Košický kraj,False,True,True,NULL,9,14,19
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528498,811,8,Ladmovce,Trebišov,Košický kraj,True,True,True,NULL,7,9,13
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528501,811,8,Lastovce,Trebišov,Košický kraj,False,False,True,NULL,3,7,11
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528528,811,8,Luhyňa,Trebišov,Košický kraj,False,True,True,NULL,6,9,13
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,513792,811,8,Malá Tŕňa,Trebišov,Košický kraj,True,True,True,NULL,8,3,3
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528561,811,8,Malý Kamenec,Trebišov,Košický kraj,False,True,True,NULL,9,5,5
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528587,811,8,Michaľany,Trebišov,Košický kraj,False,True,True,NULL,20,26,30
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528609,811,8,Nižný Žipov,Trebišov,Košický kraj,False,False,True,NULL,13,14,15
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528617,811,8,Novosad,Trebišov,Košický kraj,False,True,True,NULL,15,16,17
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528641,811,8,Plechotice,Trebišov,Košický kraj,False,False,True,NULL,10,21,31
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528706,811,8,Rad,Trebišov,Košický kraj,False,False,True,NULL,5,4,4
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,543730,811,8,Sirník,Trebišov,Košický kraj,False,True,True,NULL,14,18,22
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,543748,811,8,Slivník,Trebišov,Košický kraj,False,False,True,NULL,12,10,10
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,543756,811,8,Slovenské Nové Mesto,Trebišov,Košický kraj,True,True,True,NULL,19,19,23
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,543772,811,8,Somotor,Trebišov,Košický kraj,False,True,True,NULL,31,33,43
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,513849,811,8,Stanča,Trebišov,Košický kraj,False,False,True,NULL,9,9,9
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,543802,811,8,Streda nad Bodrogom,Trebišov,Košický kraj,False,True,True,NULL,66,96,115
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528153,811,8,Svätá Mária,Trebišov,Košický kraj,False,False,True,NULL,8,8,8
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,528099,811,8,Trebišov,Trebišov,Košický kraj,NULL,NULL,NULL,NULL,576,854,1159
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,543845,811,8,Veľaty,Trebišov,Košický kraj,False,True,True,NULL,10,12,16
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,513806,811,8,Veľká Tŕňa,Trebišov,Košický kraj,True,True,True,NULL,2,1,1
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,543918,811,8,Veľký Kamenec,Trebišov,Košický kraj,False,True,True,NULL,9,18,26
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,543926,811,8,Viničky,Trebišov,Košický kraj,True,True,True,NULL,26,34,46
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,543993,811,8,Zemplín,Trebišov,Košický kraj,True,True,True,NULL,1,0,0
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,544001,811,8,Zemplínska Nová Ves,Trebišov,Košický kraj,False,False,True,NULL,13,35,59
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,544019,811,8,Zemplínska Teplica,Trebišov,Košický kraj,False,False,True,NULL,22,40,58
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,544027,811,8,Zemplínske Hradište,Trebišov,Košický kraj,False,False,True,NULL,19,22,26
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,544035,811,8,Zemplínske Jastrabie,Trebišov,Košický kraj,False,True,True,NULL,8,5,5
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,544043,811,8,Zemplínsky Branč,Trebišov,Košický kraj,False,False,True,NULL,2,2,2
H,Transporting and storage,581704,406,4,Kuzmice,Topoľčany,Nitriansky kraj,False,False,True,NULL,3,2,2
H,Transporting and storage,526118,608,6,Rákoš,Revúca,Banskobystrický kraj,False,False,True,NULL,1,1,1
H,Transporting and storage,599891,802,8,Košice-Džungľa,Košice I,Košický kraj,NULL,NULL,NULL,NULL,2,11,20
H,Transporting and storage,598119,802,8,Košice-Kavečany,Košice I,Košický kraj,NULL,NULL,NULL,NULL,4,4,4
H,Transporting and storage,598151,802,8,Košice-Sever,Košice I,Košický kraj,NULL,NULL,NULL,NULL,106,130,182
H,Transporting and storage,598186,802,8,Košice-Staré Mesto,Košice I,Košický kraj,NULL,NULL,NULL,NULL,174,858,1496
H,Transporting and storage,598127,802,8,Košice-Ťahanovce,Košice I,Košický kraj,NULL,NULL,NULL,NULL,25,33,47
H,Transporting and storage,598194,803,8,Košice-Lorinčík,Košice II,Košický kraj,NULL,NULL,NULL,NULL,3,4,4
H,Transporting and storage,599972,803,8,Košice-Luník IX,Košice II,Košický kraj,NULL,NULL,NULL,NULL,7,7,7
H,Transporting and storage,598216,803,8,Košice-Myslava,Košice II,Košický kraj,NULL,NULL,NULL,NULL,5,4,4
H,Transporting and storage,598208,803,8,Košice-Pereš,Košice II,Košický kraj,NULL,NULL,NULL,NULL,7,6,6
H,Transporting and storage,599859,803,8,Košice-Poľov,Košice II,Košický kraj,NULL,NULL,NULL,NULL,3,4,5
H,Transporting and storage,599841,803,8,Košice-Šaca,Košice II,Košický kraj,NULL,NULL,NULL,NULL,56,52,56
H,Transporting and storage,599883,803,8,Košice-Sídlisko KVP,Košice II,Košický kraj,NULL,NULL,NULL,NULL,132,215,293
H,Transporting and storage,598224,803,8,Košice-Západ,Košice II,Košický kraj,NULL,NULL,NULL,NULL,172,672,1200
H,Transporting and storage,599093,805,8,Košice-Barca,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,44,237,391
H,Transporting and storage,599824,805,8,Košice-Juh,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,225,701,1150
H,Transporting and storage,599794,805,8,Košice-Krásna,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,29,34,42
H,Transporting and storage,599816,805,8,Košice-Nad jazerom,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,131,171,220
H,Transporting and storage,599786,805,8,Košice-Šebastovce,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,7,10,14
H,Transporting and storage,599913,805,8,Košice-Vyšné Opátske,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,18,76,135
H,Transporting and storage,521167,806,8,Belža,Košice - okolie,Košický kraj,False,False,True,NULL,2,1,1
H,Transporting and storage,521191,806,8,Blažice,Košice - okolie,Košický kraj,False,False,True,NULL,1,1,1
H,Transporting and storage,521205,806,8,Bohdanovce,Košice - okolie,Košický kraj,False,False,True,NULL,2,2,2
H,Transporting and storage,521299,806,8,Čaňa,Košice - okolie,Košický kraj,False,False,True,NULL,23,38,56
H,Transporting and storage,521345,806,8,Družstevná pri Hornáde,Košice - okolie,Košický kraj,False,False,NULL,True,8,11,15
H,Transporting and storage,521370,806,8,Geča,Košice - okolie,Košický kraj,False,False,True,NULL,12,18,27
H,Transporting and storage,521388,806,8,Gyňov,Košice - okolie,Košický kraj,False,False,True,NULL,5,13,22
H,Transporting and storage,521400,806,8,Haniska,Košice - okolie,Košický kraj,False,False,True,NULL,13,55,67
H,Transporting and storage,521507,806,8,Kalša,Košice - okolie,Košický kraj,False,False,True,NULL,1,0,0
H,Transporting and storage,559687,806,8,Kechnec,Košice - okolie,Košický kraj,False,False,True,NULL,8,11,12
H,Transporting and storage,521558,806,8,Kokšov-Bakša,Košice - okolie,Košický kraj,False,False,True,NULL,4,9,13
H,Transporting and storage,521582,806,8,Košická Polianka,Košice - okolie,Košický kraj,False,False,True,NULL,11,10,10
H,Transporting and storage,582514,806,8,Kostoľany nad Hornádom,Košice - okolie,Košický kraj,False,False,NULL,True,9,11,12
H,Transporting and storage,521639,806,8,Kysak,Košice - okolie,Košický kraj,False,False,NULL,True,6,5,5
H,Transporting and storage,521663,806,8,Malá Lodina,Košice - okolie,Košický kraj,False,False,NULL,True,2,1,1
H,Transporting and storage,518140,806,8,Nižná Hutka,Košice - okolie,Košický kraj,False,False,True,NULL,5,5,6
H,Transporting and storage,521736,806,8,Nižná Myšľa,Košice - okolie,Košický kraj,False,False,True,NULL,6,6,6
H,Transporting and storage,521744,806,8,Nižný Čaj,Košice - okolie,Košický kraj,False,False,True,NULL,1,5,9
H,Transporting and storage,521809,806,8,Nový Salaš,Košice - okolie,Košický kraj,False,False,True,NULL,1,1,1
H,Transporting and storage,521817,806,8,Obišovce,Košice - okolie,Košický kraj,False,False,NULL,True,2,2,2
H,Transporting and storage,521825,806,8,Olšovany,Košice - okolie,Košický kraj,False,False,True,NULL,3,2,2
H,Transporting and storage,521957,806,8,Ruskov,Košice - okolie,Košický kraj,False,False,True,NULL,6,4,4
H,Transporting and storage,521965,806,8,Sady nad Torysou,Košice - okolie,Košický kraj,False,False,True,NULL,10,8,8
H,Transporting and storage,521973,806,8,Seňa,Košice - okolie,Košický kraj,False,False,True,NULL,7,6,6
H,Transporting and storage,521981,806,8,Skároš,Košice - okolie,Košický kraj,False,False,True,NULL,3,2,2
H,Transporting and storage,518115,806,8,Slančík,Košice - okolie,Košický kraj,False,False,True,NULL,1,1,1
H,Transporting and storage,522007,806,8,Slanec,Košice - okolie,Košický kraj,False,False,True,NULL,6,5,5
H,Transporting and storage,522023,806,8,Slanské Nové Mesto,Košice - okolie,Košický kraj,False,False,True,NULL,3,6,10
H,Transporting and storage,522031,806,8,Sokoľ,Košice - okolie,Košický kraj,False,False,NULL,True,7,8,9
H,Transporting and storage,559865,806,8,Sokoľany,Košice - okolie,Košický kraj,False,False,True,NULL,3,3,3
H,Transporting and storage,522104,806,8,Trstené pri Hornáde,Košice - okolie,Košický kraj,False,False,True,NULL,4,4,4
H,Transporting and storage,522139,806,8,Valaliky,Košice - okolie,Košický kraj,False,False,True,NULL,20,23,23
H,Transporting and storage,522171,806,8,Vyšná Hutka,Košice - okolie,Košický kraj,False,False,True,NULL,3,3,3
H,Transporting and storage,522198,806,8,Vyšná Myšľa,Košice - okolie,Košický kraj,False,False,True,NULL,7,10,12
H,Transporting and storage,522201,806,8,Vyšný Čaj,Košice - okolie,Košický kraj,False,False,True,NULL,3,4,4
H,Transporting and storage,522261,806,8,Ždaňa,Košice - okolie,Košický kraj,False,False,True,NULL,8,9,9
H,Transporting and storage,528129,811,8,Bara,Trebišov,Košický kraj,True,True,True,NULL,1,1,1
H,Transporting and storage,528170,811,8,Borša,Trebišov,Košický kraj,True,True,True,NULL,3,6,10
H,Transporting and storage,528200,811,8,Brehov,Trebišov,Košický kraj,False,True,True,NULL,2,6,10
H,Transporting and storage,528234,811,8,Cejkov,Trebišov,Košický kraj,False,True,True,NULL,2,2,2
H,Transporting and storage,528242,811,8,Čeľovce,Trebišov,Košický kraj,False,False,True,NULL,5,5,5
H,Transporting and storage,528251,811,8,Čerhov,Trebišov,Košický kraj,True,True,True,NULL,2,2,2
H,Transporting and storage,528358,811,8,Egreš,Trebišov,Košický kraj,False,False,True,NULL,1,1,1
H,Transporting and storage,528366,811,8,Hraň,Trebišov,Košický kraj,False,True,True,NULL,3,3,3
H,Transporting and storage,528374,811,8,Hrčeľ,Trebišov,Košický kraj,False,True,True,NULL,1,1,1
H,Transporting and storage,528421,811,8,Kazimír,Trebišov,Košický kraj,False,True,True,NULL,2,2,2
H,Transporting and storage,528471,811,8,Kuzmice,Trebišov,Košický kraj,False,False,True,NULL,4,4,4
H,Transporting and storage,528480,811,8,Kysta,Trebišov,Košický kraj,False,True,True,NULL,5,5,5
H,Transporting and storage,528501,811,8,Lastovce,Trebišov,Košický kraj,False,False,True,NULL,1,1,1
H,Transporting and storage,528528,811,8,Luhyňa,Trebišov,Košický kraj,False,True,True,NULL,2,2,2
H,Transporting and storage,528561,811,8,Malý Kamenec,Trebišov,Košický kraj,False,True,True,NULL,1,0,0
H,Transporting and storage,528587,811,8,Michaľany,Trebišov,Košický kraj,False,True,True,NULL,7,9,10
H,Transporting and storage,528609,811,8,Nižný Žipov,Trebišov,Košický kraj,False,False,True,NULL,7,26,44
H,Transporting and storage,528617,811,8,Novosad,Trebišov,Košický kraj,False,True,True,NULL,5,4,4
H,Transporting and storage,528641,811,8,Plechotice,Trebišov,Košický kraj,False,False,True,NULL,2,2,2
H,Transporting and storage,528706,811,8,Rad,Trebišov,Košický kraj,False,False,True,NULL,1,1,1
H,Transporting and storage,543730,811,8,Sirník,Trebišov,Košický kraj,False,True,True,NULL,2,2,2
H,Transporting and storage,543748,811,8,Slivník,Trebišov,Košický kraj,False,False,True,NULL,1,1,1
H,Transporting and storage,543756,811,8,Slovenské Nové Mesto,Trebišov,Košický kraj,True,True,True,NULL,11,10,11
H,Transporting and storage,543772,811,8,Somotor,Trebišov,Košický kraj,False,True,True,NULL,5,5,5
H,Transporting and storage,543802,811,8,Streda nad Bodrogom,Trebišov,Košický kraj,False,True,True,NULL,12,10,10
H,Transporting and storage,528153,811,8,Svätá Mária,Trebišov,Košický kraj,False,False,True,NULL,2,2,2
H,Transporting and storage,528099,811,8,Trebišov,Trebišov,Košický kraj,NULL,NULL,NULL,NULL,98,249,407
H,Transporting and storage,543845,811,8,Veľaty,Trebišov,Košický kraj,False,True,True,NULL,6,8,12
H,Transporting and storage,513806,811,8,Veľká Tŕňa,Trebišov,Košický kraj,True,True,True,NULL,1,1,1
H,Transporting and storage,544001,811,8,Zemplínska Nová Ves,Trebišov,Košický kraj,False,False,True,NULL,6,12,17
H,Transporting and storage,544019,811,8,Zemplínska Teplica,Trebišov,Košický kraj,False,False,True,NULL,8,9,13
H,Transporting and storage,544027,811,8,Zemplínske Hradište,Trebišov,Košický kraj,False,False,True,NULL,3,5,6
H,Transporting and storage,544035,811,8,Zemplínske Jastrabie,Trebišov,Košický kraj,False,True,True,NULL,2,2,2
H,Transporting and storage,544043,811,8,Zemplínsky Branč,Trebišov,Košický kraj,False,False,True,NULL,2,1,1
I,Accommodation and food service activities,581704,406,4,Kuzmice,Topoľčany,Nitriansky kraj,False,False,True,NULL,4,2,2
I,Accommodation and food service activities,599891,802,8,Košice-Džungľa,Košice I,Košický kraj,NULL,NULL,NULL,NULL,4,5,6
I,Accommodation and food service activities,598119,802,8,Košice-Kavečany,Košice I,Košický kraj,NULL,NULL,NULL,NULL,1,1,1
I,Accommodation and food service activities,598151,802,8,Košice-Sever,Košice I,Košický kraj,NULL,NULL,NULL,NULL,142,312,471
I,Accommodation and food service activities,598186,802,8,Košice-Staré Mesto,Košice I,Košický kraj,NULL,NULL,NULL,NULL,355,1010,1656
I,Accommodation and food service activities,598127,802,8,Košice-Ťahanovce,Košice I,Košický kraj,NULL,NULL,NULL,NULL,12,42,53
I,Accommodation and food service activities,598194,803,8,Košice-Lorinčík,Košice II,Košický kraj,NULL,NULL,NULL,NULL,1,1,1
I,Accommodation and food service activities,599972,803,8,Košice-Luník IX,Košice II,Košický kraj,NULL,NULL,NULL,NULL,2,1,1
I,Accommodation and food service activities,598216,803,8,Košice-Myslava,Košice II,Košický kraj,NULL,NULL,NULL,NULL,7,18,29
I,Accommodation and food service activities,598208,803,8,Košice-Pereš,Košice II,Košický kraj,NULL,NULL,NULL,NULL,14,43,76
I,Accommodation and food service activities,599859,803,8,Košice-Poľov,Košice II,Košický kraj,NULL,NULL,NULL,NULL,2,1,1
I,Accommodation and food service activities,599841,803,8,Košice-Šaca,Košice II,Košický kraj,NULL,NULL,NULL,NULL,22,28,42
I,Accommodation and food service activities,599883,803,8,Košice-Sídlisko KVP,Košice II,Košický kraj,NULL,NULL,NULL,NULL,92,120,157
I,Accommodation and food service activities,598224,803,8,Košice-Západ,Košice II,Košický kraj,NULL,NULL,NULL,NULL,185,415,669
I,Accommodation and food service activities,599093,805,8,Košice-Barca,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,23,51,80
I,Accommodation and food service activities,599824,805,8,Košice-Juh,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,178,422,675
I,Accommodation and food service activities,599794,805,8,Košice-Krásna,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,30,68,103
I,Accommodation and food service activities,599816,805,8,Košice-Nad jazerom,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,77,108,152
I,Accommodation and food service activities,599786,805,8,Košice-Šebastovce,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,6,21,39
I,Accommodation and food service activities,599913,805,8,Košice-Vyšné Opátske,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,6,15,24
I,Accommodation and food service activities,521167,806,8,Belža,Košice - okolie,Košický kraj,False,False,True,NULL,1,1,1
I,Accommodation and food service activities,521191,806,8,Blažice,Košice - okolie,Košický kraj,False,False,True,NULL,1,3,4
I,Accommodation and food service activities,521205,806,8,Bohdanovce,Košice - okolie,Košický kraj,False,False,True,NULL,1,1,1
I,Accommodation and food service activities,521299,806,8,Čaňa,Košice - okolie,Košický kraj,False,False,True,NULL,14,15,15
I,Accommodation and food service activities,521345,806,8,Družstevná pri Hornáde,Košice - okolie,Košický kraj,False,False,NULL,True,5,4,4
I,Accommodation and food service activities,521370,806,8,Geča,Košice - okolie,Košický kraj,False,False,True,NULL,1,1,1
I,Accommodation and food service activities,521388,806,8,Gyňov,Košice - okolie,Košický kraj,False,False,True,NULL,1,1,1
I,Accommodation and food service activities,521400,806,8,Haniska,Košice - okolie,Košický kraj,False,False,True,NULL,4,4,4
I,Accommodation and food service activities,521507,806,8,Kalša,Košice - okolie,Košický kraj,False,False,True,NULL,3,4,5
I,Accommodation and food service activities,559687,806,8,Kechnec,Košice - okolie,Košický kraj,False,False,True,NULL,3,2,2
I,Accommodation and food service activities,521558,806,8,Kokšov-Bakša,Košice - okolie,Košický kraj,False,False,True,NULL,3,2,2
I,Accommodation and food service activities,521582,806,8,Košická Polianka,Košice - okolie,Košický kraj,False,False,True,NULL,1,1,1
I,Accommodation and food service activities,582514,806,8,Kostoľany nad Hornádom,Košice - okolie,Košický kraj,False,False,NULL,True,2,2,2
I,Accommodation and food service activities,521663,806,8,Malá Lodina,Košice - okolie,Košický kraj,False,False,NULL,True,3,4,5
I,Accommodation and food service activities,580252,806,8,Milhosť,Košice - okolie,Košický kraj,False,False,True,NULL,1,1,1
